candidate_id,source_scope,symbol,timeframe,swing_degree,review_category,ewo_helpfulness,end_ltf_ewo_5_35,end_ltf_ewo_5_35_slope,end_ltf_ewo_5_35_direction,momentum_matches_direction,ewo_policy_label,ewo_soft_support,ewo_score_delta,ewo_warning,ewo_role_reason,ewo_svm_future_feature_candidate,chart_path
impulse_exp252_forex_audjpy_h4_minor_impulse_004,h4_d1,AUDJPY.r,H4,minor,impulse,supports_wave_role,0.843428571428575,0.1938571428571549,positive,True,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.1939,True,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\001_impulse_exp252_forex_audjpy_h4_minor_impulse_004.png
impulse_exp252_metals_xagusd_h4_minor_impulse_004,h4_d1,XAGUSD.r,H4,minor,impulse,supports_wave_role,1.192785714285705,0.0010857142857076,positive,True,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.001086,True,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\002_impulse_exp252_metals_xagusd_h4_minor_impulse_004.png
impulse_exp252_index_aus200_h4_minor_impulse_028,h4_d1,AUS200,H4,minor,impulse,supports_wave_role,-96.68314285714224,-10.150285714285928,negative,True,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-10.15,True,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\003_impulse_exp252_index_aus200_h4_minor_impulse_028.png
impulse_exp252_forex_audjpy_h4_minor_impulse_022,h4_d1,AUDJPY.r,H4,minor,impulse,supports_momentum_only,0.4961857142857298,-0.0522285714285573,positive,False,momentum_context_only,partial,1,EWO supports momentum but not full wave role,input_label=supports_momentum_only; end_ewo_direction=positive; end_ewo_slope=-0.05223,True,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\004_impulse_exp252_forex_audjpy_h4_minor_impulse_022.png
impulse_exp252_forex_audjpy_h4_intermediate_impulse_002,h4_d1,AUDJPY.r,H4,intermediate,impulse,supports_wave_role,0.843428571428575,0.1938571428571549,positive,True,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.1939,True,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\matches\005_impulse_exp252_forex_audjpy_h4_intermediate_impulse_002.png
impulse_exp252_metals_xagusd_h4_intermediate_impulse_002,h4_d1,XAGUSD.r,H4,intermediate,impulse,supports_wave_role,1.192785714285705,0.0010857142857076,positive,True,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.001086,True,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\matches\006_impulse_exp252_metals_xagusd_h4_intermediate_impulse_002.png
impulse_exp252_index_aus200_h4_intermediate_impulse_020,h4_d1,AUS200,H4,intermediate,impulse,supports_wave_role,-96.68314285714224,-10.150285714285928,negative,True,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-10.15,True,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\007_impulse_exp252_index_aus200_h4_intermediate_impulse_020.png
impulse_exp252_forex_eurjpy_h4_intermediate_impulse_007,h4_d1,EURJPY.r,H4,intermediate,impulse,supports_wave_role,0.453114285714264,0.0580285714285082,positive,True,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.05803,True,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\matches\008_impulse_exp252_forex_eurjpy_h4_intermediate_impulse_007.png
impulse_exp252_forex_eurusd_h4_major_impulse_016,h4_d1,EURUSD.r,H4,major,impulse,supports_wave_role,0.0041412857142857,0.0007587142857143,positive,True,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.0007587,True,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\009_impulse_exp252_forex_eurusd_h4_major_impulse_016.png
impulse_exp252_metals_xagusd_h4_major_impulse_002,h4_d1,XAGUSD.r,H4,major,impulse,supports_wave_role,1.1620428571428576,0.1927428571428606,positive,True,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.1927,True,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\010_impulse_exp252_metals_xagusd_h4_major_impulse_002.png
impulse_exp252_index_aus200_h4_major_impulse_016,h4_d1,AUS200,H4,major,impulse,supports_wave_role,-75.25799999999981,-13.550571428571857,negative,True,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-13.55,True,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\011_impulse_exp252_index_aus200_h4_major_impulse_016.png
impulse_exp252_forex_eurusd_h4_major_impulse_029,h4_d1,EURUSD.r,H4,major,impulse,supports_wave_role,-0.0083188571428571,-0.0010535714285713,negative,True,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-0.001054,True,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\012_impulse_exp252_forex_eurusd_h4_major_impulse_029.png
partial_123_exp252_forex_audjpy_h4_intermediate_partial123_002,h4_d1,AUDJPY.r,H4,intermediate,partial_123,unclear,0.6884142857142876,0.1117142857142852,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.1117,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\013_partial_123_exp252_forex_audjpy_h4_intermediate_partial123_002.png
partial_123_exp252_metals_xagusd_h4_intermediate_partial123_002,h4_d1,XAGUSD.r,H4,intermediate,partial_123,unclear,1.0396000000000072,0.5656714285714344,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.5657,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\014_partial_123_exp252_metals_xagusd_h4_intermediate_partial123_002.png
partial_123_exp252_index_aus200_h4_intermediate_partial123_001,h4_d1,AUS200,H4,intermediate,partial_123,unclear,61.57785714285637,6.540142857140381,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=6.54,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\015_partial_123_exp252_index_aus200_h4_intermediate_partial123_001.png
partial_123_exp252_forex_audjpy_h4_intermediate_partial123_004,h4_d1,AUDJPY.r,H4,intermediate,partial_123,unclear,0.843428571428575,0.1938571428571549,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.1939,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\016_partial_123_exp252_forex_audjpy_h4_intermediate_partial123_004.png
partial_123_exp252_forex_audjpy_h4_minor_partial123_002,h4_d1,AUDJPY.r,H4,minor,partial_123,unclear,0.438685714285711,0.0199571428571374,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.01996,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\017_partial_123_exp252_forex_audjpy_h4_minor_partial123_002.png
partial_123_exp252_metals_xagusd_h4_minor_partial123_002,h4_d1,XAGUSD.r,H4,minor,partial_123,unclear,0.3961285714285694,0.190014285714291,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.19,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\018_partial_123_exp252_metals_xagusd_h4_minor_partial123_002.png
partial_123_exp252_index_aus200_h4_minor_partial123_001,h4_d1,AUS200,H4,minor,partial_123,unclear,61.57785714285637,6.540142857140381,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=6.54,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\019_partial_123_exp252_index_aus200_h4_minor_partial123_001.png
partial_123_exp252_forex_audjpy_h4_minor_partial123_004,h4_d1,AUDJPY.r,H4,minor,partial_123,unclear,0.6884142857142876,0.1117142857142852,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.1117,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\020_partial_123_exp252_forex_audjpy_h4_minor_partial123_004.png
partial_123_exp252_forex_audjpy_h4_major_partial123_002,h4_d1,AUDJPY.r,H4,major,partial_123,unclear,0.843428571428575,0.1938571428571549,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.1939,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\021_partial_123_exp252_forex_audjpy_h4_major_partial123_002.png
partial_123_exp252_metals_xagusd_h4_major_partial123_002,h4_d1,XAGUSD.r,H4,major,partial_123,unclear,1.192785714285705,0.0010857142857076,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.001086,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\022_partial_123_exp252_metals_xagusd_h4_major_partial123_002.png
partial_123_exp252_index_aus200_h4_major_partial123_001,h4_d1,AUS200,H4,major,partial_123,unclear,61.57785714285637,6.540142857140381,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=6.54,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\023_partial_123_exp252_index_aus200_h4_major_partial123_001.png
partial_123_exp252_forex_audjpy_h4_major_partial123_005,h4_d1,AUDJPY.r,H4,major,partial_123,unclear,-0.3585999999999956,-0.3212999999999937,negative,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-0.3213,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\024_partial_123_exp252_forex_audjpy_h4_major_partial123_005.png
abc_exp252_forex_audjpy_h4_intermediate_abc_002,h4_d1,AUDJPY.r,H4,intermediate,abc,unclear,0.6884142857142876,0.1117142857142852,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.1117,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\025_abc_exp252_forex_audjpy_h4_intermediate_abc_002.png
abc_exp252_metals_xagusd_h4_intermediate_abc_002,h4_d1,XAGUSD.r,H4,intermediate,abc,unclear,1.0396000000000072,0.5656714285714344,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.5657,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\026_abc_exp252_metals_xagusd_h4_intermediate_abc_002.png
abc_exp252_index_aus200_h4_intermediate_abc_001,h4_d1,AUS200,H4,intermediate,abc,unclear,61.57785714285637,6.540142857140381,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=6.54,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\027_abc_exp252_index_aus200_h4_intermediate_abc_001.png
abc_exp252_forex_audjpy_h4_intermediate_abc_004,h4_d1,AUDJPY.r,H4,intermediate,abc,unclear,0.843428571428575,0.1938571428571549,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.1939,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\028_abc_exp252_forex_audjpy_h4_intermediate_abc_004.png
abc_exp252_forex_audjpy_h4_minor_abc_004,h4_d1,AUDJPY.r,H4,minor,abc,unclear,0.6884142857142876,0.1117142857142852,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.1117,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\029_abc_exp252_forex_audjpy_h4_minor_abc_004.png
abc_exp252_metals_xagusd_h4_minor_abc_004,h4_d1,XAGUSD.r,H4,minor,abc,unclear,1.0396000000000072,0.5656714285714344,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.5657,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\030_abc_exp252_metals_xagusd_h4_minor_abc_004.png
abc_exp252_index_aus200_h4_minor_abc_001,h4_d1,AUS200,H4,minor,abc,unclear,61.57785714285637,6.540142857140381,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=6.54,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\031_abc_exp252_index_aus200_h4_minor_abc_001.png
abc_exp252_forex_audjpy_h4_minor_abc_006,h4_d1,AUDJPY.r,H4,minor,abc,unclear,0.843428571428575,0.1938571428571549,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.1939,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\032_abc_exp252_forex_audjpy_h4_minor_abc_006.png
abc_exp252_forex_audjpy_h4_major_abc_002,h4_d1,AUDJPY.r,H4,major,abc,unclear,0.843428571428575,0.1938571428571549,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.1939,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\033_abc_exp252_forex_audjpy_h4_major_abc_002.png
abc_exp252_metals_xagusd_h4_major_abc_002,h4_d1,XAGUSD.r,H4,major,abc,unclear,1.192785714285705,0.0010857142857076,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.001086,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\034_abc_exp252_metals_xagusd_h4_major_abc_002.png
abc_exp252_index_aus200_h4_major_abc_001,h4_d1,AUS200,H4,major,abc,unclear,61.57785714285637,6.540142857140381,positive,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=6.54,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\035_abc_exp252_index_aus200_h4_major_abc_001.png
